name,price
Michael Houston,800.21
Elizabeth Gibson,208.02
Marc Johnson,21.6
Valerie Jones,372.67
Angela Morales,469.6
Alyssa Faulkner MD,284.4
Sara Elliott,595.73
Amanda Jackson,87.75
Bryan Campbell,547.99
Amy Cohen,205.27
Michaela Garcia,957.06
Barbara Pugh,659.39
Jill Rubio,553.58
Charles Little,520.85
Christopher Hendrix,371.01
Andrea Schmidt,201.94
Laura Alexander,724.65
Jessica Howell,34.06
Sarah Miller,407.44
Breanna Smith,214.05
Anthony Benton,56.4
Katrina Bowman MD,653.17
Lisa Pace,793.89
Samantha Freeman,518.62
Mark Owens,723.0
Mark Wolf,146.4
Joseph Walker,109.46
Charles Leon,869.84
Stephen Young,181.87
Kyle Herrera,732.03
Andrea Bennett,970.3
Paul Lawson Jr.,477.57
David Barrera,946.05
Kimberly Garner,686.02
Nicole Taylor,465.86
Patricia Duke,388.07
Joseph Sherman,942.62
Jillian Bradley,693.03
James Campbell,245.18
Calvin Hoover,396.89
Sheena Olson,35.37
Christopher Davis,872.14
Cassandra Miles MD,702.77
Sonia Bell,145.92
Mary Lin,810.37
Cheryl Beasley,676.48
Cynthia Reid,36.65
Nathan Terry,868.25
Russell Wilson,835.56
Douglas Brown,763.16
Elizabeth Peterson,380.74
Brandon Taylor,933.11
Michael Sandoval,870.19
Allison Rodriguez,955.6
Lauren Walker,210.73
Chad Cunningham,235.9
Karen Powell,712.8
William Ruiz,474.85
Katherine Anderson,404.34
Dr. Alexander Sherman,359.48
Shawn Woods,735.52
Michael Zuniga,37.09
Ashley Brown,880.98
Robert Lucas,483.94
Gregory Fletcher,798.19
Rachel Odom,784.17
Barbara Wilkerson,670.26
Denise Archer,605.46
Carol Hernandez,129.76
Cynthia Nielsen,738.79
Nicole Sanchez,32.28
Paul Villa,780.47
Stephanie Welch,889.67
Larry Davidson,558.5
Douglas Allen,263.85
Ray Curtis,216.96
Angela Solis,508.19
Richard Warner,259.08
Garrett Melton,12.96
Patricia Payne,355.84
David Howell,845.49
Gerald Barrera,267.88
Michael Nelson,696.54
William Morales,863.51
Olivia Campbell,533.38
Laura Daniels,941.02
Ms. Lisa Pena,428.06
Michelle Thomas,409.53
Eric Chase,441.99
Craig Edwards,78.62
Caleb Ramirez,366.91
Karen Thomas,78.9
Carrie Clark,702.75
Raymond Jensen,615.6
Christopher Gonzales,365.1
Micheal Baker,219.36
Karen Estes,733.86
Amy Butler,15.19
Justin Mann,404.03
Richard Russo,5.81
William Miller,218.57
Charles Castillo,805.75
Robert Williams,458.97
Kimberly Greene,718.59
Julia Snyder,647.57
Jennifer Webb,945.58
Phillip Chase,621.38
Douglas Clark IV,101.76
Nicholas Horne,496.4
Gina Wolfe,161.91
Timothy Gray,127.57
Catherine Evans,392.61
Kathy Hunter,929.67
John Gray,98.43
Candice Meyer,158.44
Mary Hernandez,777.54
Melissa George,4.5
Taylor Gilbert,422.49
Joseph Mullins,87.89
Alexander Curry,158.29
Patricia Henderson,652.62
Donald Brown,495.54
Jordan Blanchard,197.58
Brittany Noble,165.9
Erica Reyes,464.11
Darrell Miller,696.13
Donna Nelson,318.84
Haley Farrell,814.64
Brian Pierce,812.23
Cynthia Roberts,302.47
Edwin Rodriguez PhD,809.84
Timothy Knight,905.32
Renee Case,217.75
Samantha Davis,91.62
Thomas Johnson,896.51
Katrina Gray,862.49
Tina Ware,84.07
Janice Mercado,644.38
Rebecca Carter,46.8
Sarah Jacobson,604.8
Shane White,717.24
William Barnes,725.86
Madison James,651.35
Andrew Burke,451.83
Nicholas Bell,495.97
James Ray,403.23
Charles Cole,516.53
John Thompson,813.39
Ms. Kathy Alvarez DVM,976.04
Latasha Henderson,772.37
Kimberly Norris,951.53
Carolyn Martinez,533.6
Catherine Spears,86.05
Corey Harris,289.92
Kelly Osborne,740.64
Andrew Roth,940.89
Lisa Greene,1.86
Michael Harrell,673.12
Joseph Holt,287.01
Bruce Mccarthy,753.36
Jeffery Garcia,719.15
Michelle Green,727.81
Jennifer Brooks,909.61
James Riggs,491.18
April Long,1.19
Alexa Burton,260.11
Justin Brock,200.32
Mikayla Duncan,775.83
Danielle Rich,939.18
Sarah Allen,887.77
Sarah Goodman,768.89
Erik Sanford,887.36
Katelyn Schwartz,579.56
Amanda Cross,369.98
Stephanie Wood,420.03
Nicholas Moore,678.41
Rachel Serrano,808.89
Kathryn Bennett,174.39
Blake Wilson,167.15
Angela Johnson,816.33
Bruce Juarez,161.07
Angela Fox,824.66
Kelly Harrison,595.77
Michelle Stanley,969.83
Thomas Watts,307.49
Candice Gibbs,971.22
Scott Guerrero,561.78
Ashley Carey,744.31
Jacqueline Kaufman,168.86
Linda Smith,585.61
Wendy Cole,623.79
Michael Thomas,303.21
Brian Anderson,472.22
Jerome Miller,944.91
Tracey Harris,114.66
Jack Russo,108.84
Jeffrey Adkins,333.91
Shawn Stewart,335.77
Patricia King,851.47
Wayne Sellers,550.31
Maria Garcia,391.01
Andrew Frederick,464.76
Jeffrey Hall,443.58
Danielle Little,917.06
Erica Reynolds,735.29
Amanda Harris,619.98
Ryan Mendoza,430.01
Belinda Nelson,71.37
Jasmine Morales,590.33
Susan Zuniga,850.81
Leonard Schroeder,189.9
Amber Meyers,71.38
Brian Mann,82.32
Ashley Hernandez,47.65
Thomas Kelley,55.35
Jonathan Santana,908.32
Daniel Williams,444.86
Julia Robinson,263.02
Abigail Smith,417.19
Veronica Hicks,305.7
Scott Thomas,548.81
Michael Yates,589.25
Robert Alexander,401.55
Shelley Rogers,791.01
Pamela Castillo,333.21
Chad Fowler MD,37.74
Faith Collier,329.08
Sonya Lopez,61.24
Terry Garcia,987.74
Matthew Scott,450.6
Monique Young,583.75
Edward Black,681.79
Brittany Johnson,353.74
April Barajas,932.64
Jonathan Morrison,611.77
Robert Stanley,275.1
Sandy Vasquez,255.11
April Stephens,334.97
Daniel Holmes,862.94
Cynthia Gilbert,507.27
Terry Owen,514.34
Sarah Moore,219.47
Mary Parker,412.09
Howard Walters,467.68
Mallory Little,163.44
Mr. Joseph Ponce,330.29
Jamie Chen,939.98
Brandon Compton,526.97
Kathleen Obrien,651.84
Charlotte Anderson,81.08
Daniel Sparks,939.38
Brittany Herrera,332.05
Charles Martin,658.0
Derek Brown,590.96
April Rich,193.02
Amanda Green,365.79
Shelby Rios,223.07
Jennifer Sullivan,88.49
Matthew Vaughan,572.5
Kristin Hill,851.24
Brian Maldonado,912.15
Stephanie Page,474.2
Kendra Robertson,651.08
Gregory Gonzales,271.71
Mackenzie Stevens,337.07
Nicholas Johnson,864.51
Michael Johnson,232.72
Stacy Hughes,895.58
Brandon Braun,404.11
Michael Clark,181.18
Renee Pham,929.3
Connie Elliott,28.82
Wesley Gomez,66.33
Robert Lara,3.46
Nicole Gutierrez,602.68
Annette Davis,138.48
David Rice,883.33
Andrea Brooks,50.37
Zachary Bradley,389.39
Aaron Benton,255.38
Donald Williams,349.24
Curtis Lambert,806.01
Julie Cox,788.99
Christopher Wilson,183.24
Franklin Bradford,195.15
Justin Richardson,837.26
Jeffrey Russell,223.37
Anthony Owen,548.96
Ralph Rodriguez,951.38
Mr. Joseph Brooks,310.78
Michael Dickerson,658.74
Yolanda Lucas,251.84
Denise Castillo,990.72
Rachel Ford,186.59
Charles Tanner,97.26
Joy Salas,693.56
Mark Velazquez,980.19
Paul Reynolds,345.88
Jennifer Allen,238.03
Mark Rodriguez,872.43
Selena Tate,34.89
Thomas Rodriguez,154.11
Faith Clark,360.46
Sarah Espinoza,60.16
Jill Conley,87.92
Stefanie Johnson,637.07
Anna Reed,5.37
Paul Aguilar,456.25
Michael Garcia,881.52
Steve Buckley,826.41
Anna Thomas,771.03
Jason Clayton,568.92
Charles Hanson,532.84
Daniel Chase,95.43
John Hunter,777.93
Alicia Davis,465.62
Elizabeth Davis,175.85
Sean Thomas,24.15
Ashley Wood,483.44
Jason Cooper,58.2
Patrick Young,273.73
Jeffrey Walker,408.88
Casey Nelson,264.41
Susan Young,375.99
Jennifer Gutierrez,223.86
John Arnold,844.42
Andrew Moody,958.4
James Robinson,128.98
Jason Ball,67.54
Jessica Bryant,747.6
Leah Logan,970.43
Daniel Logan,98.75
Jeffrey Hall,579.22
Michaela Butler,206.8
Christine Lutz,108.74
Christopher Lane,956.24
Kathleen Gray,471.64
Noah Wall,608.34
Kenneth Hurley,40.92
Beth Christensen,501.15
Tracie Martinez,550.63
Gregory Sims,201.09
Patrick Camacho,837.25
Ann Nelson,206.63
Andrea Medina,24.27
Elizabeth Patrick,367.82
Ryan Grant,335.13
Brandy Barnett,458.41
David Wade,311.18
James Freeman,213.13
Melissa Mullins,680.38
Brett Cruz,44.93
John Rhodes,768.85
Matthew Barnes MD,654.36
Joe Atkinson,380.68
Ashley Macdonald,430.65
Crystal Johnson,823.71
Nathan Kennedy,66.69
Nicholas Ward,410.22
Amy Yoder,520.02
Laura Carter,67.35
James Patterson,852.53
Connie Tate,919.22
Billy Martin,712.74
Daniel Vasquez,323.76
William Brooks,138.6
Thomas Kim,892.6
Cole Clark,381.34
Daniel Griffin,183.84
Matthew Holloway,766.57
Emily Kaiser,904.79
Roberta Hoffman,633.98
Mary Joyce,423.06
Daisy Mejia,334.19
Jeffrey Gonzalez,666.63
Samantha Cooper,631.42
Alice Adams,644.88
Leah Brown,578.21
William Jones DDS,352.34
Eric Fox,923.06
Vanessa Arnold,742.96
Nicole Wilson,51.54
Tanya Young,764.71
William Price,679.49
Christine King,552.54
Hannah Cox,461.24
Dr. John Dunn II,240.85
Melissa Clark,209.5
Michael Warren,526.56
Howard Beasley,832.43
Tasha Taylor,298.33
Mckenzie Klein,828.16
William Reyes,695.23
Gabriel Bryant,767.02
Angela Martin,787.96
David Mccarthy,920.07
Heather Evans,407.53
Anthony Jackson,647.35
Ashley Wallace,885.25
Cindy Davis,738.73
Scott Pearson,594.62
Michelle Martin,856.46
Catherine Mack,622.92
Renee Obrien,336.9
Jennifer Berg,365.92
Karen Miller MD,933.7
Christopher Sawyer,692.28
Alan Gonzalez,57.32
Larry Reyes,940.03
Shelley Lin,177.39
Caitlin Santana,719.42
Dennis Lowe,82.47
Matthew Jackson,477.86
Hayden Haley,355.31
Katherine Fox,615.2
Carly Oconnell,670.26
Victoria Smith,657.69
Warren Waller,339.42
Carrie Holmes,188.82
Victoria Edwards,383.95
Rebecca Lynch,492.81
Blake Stark,30.71
Joanne King,108.52
Gregory Wade,836.16
Stacy Flowers,505.85
Isaac Rice,383.72
Stephen Young,864.89
Alyssa Spencer,712.18
Tamara Nelson,770.13
Matthew Watson,19.27
Cassandra Gordon,257.58
Derek Sims,33.33
Rickey Perez,667.85
Emily Smith,890.26
Kevin Alexander,225.86
Andrea Baldwin,163.66
Kyle Edwards,79.44
Dr. Zoe Cabrera,98.6
Craig Gutierrez,232.54
Jose Gaines,300.55
Patricia Peterson,638.89
Brandy Simmons,246.45
Teresa Benjamin,958.19
Megan Hopkins,494.11
Larry Douglas,117.66
Gregory Tucker,931.93
Brian Sosa,485.51
Susan Gray,717.21
Caleb Thompson,649.2
Traci Simpson,514.05
Linda Morse,946.02
Joseph Williams,297.44
Leslie Bowers,597.54
Mary Walton,559.87
Devon Davis MD,879.31
James Hayes,807.02
Justin Spencer,335.58
Rebecca Ramos,560.32
Jennifer Mclaughlin,629.1
Stacey Gonzalez,64.28
Cassandra Griffith,116.11
Angela Maddox,264.9
Patrick Garza,663.21
Monique Bennett,37.76
Victoria Wilkins,162.47
Sarah Hess,217.76
Sandra Ramos,811.67
William Mann,790.7
Brett Mcgee,963.48
Steven Miller,816.95
Dr. Ashley Farrell,596.37
Paula Goodman,89.31
Michele Hall,442.77
Matthew Moreno,906.87
Brenda Morgan,972.81
Robin Thomas,56.83
Derek Collins,329.1
Leah Green,223.75
Jill Caldwell,554.25
Don Herring,817.87
Beth Davis,819.45
Aaron Salazar,428.66
Dr. Deborah Jordan,89.64
Rhonda Foster,195.82
Erin Sherman,688.66
Lisa Perez,104.95
Joshua Larson,907.63
Beth Rodriguez,999.06
John Mccann,529.06
Justin Russo,237.66
John Haney DDS,695.09
Lance Church,102.49
John Gomez,331.29
Ashley Dudley,234.68
Andrew Wright,58.16
William Perry,190.67
Terry Parks,978.65
Suzanne Bell,90.93
Sherry Martin,851.33
James Chavez,32.93
Desiree Meza,810.51
Molly Leon,284.92
Jeffrey Sandoval,369.86
Chad Coffey,174.59
Andrew Thomas,590.02
Austin Cooper,567.98
Becky Harvey,690.4
Thomas Snyder,78.21
Laurie Freeman,715.83
Maria Johnson,818.51
Kristopher Hicks,948.82
Christina Lowe,389.5
Charles Walls,326.87
Mr. Justin Fitzpatrick,222.51
Rodney Clark,841.37
Jamie Archer,862.74
John Mcpherson,268.19
Dawn Escobar,172.78
Julie Wilson,837.65
John Mcgee,46.8
Lindsay Mitchell,461.06
Craig Robinson,160.99
Kathleen Nelson,442.74
Paul Garcia,909.56
Mike Ruiz,752.88
Gary Hill,218.7
Bianca King,158.36
Wayne Hill MD,744.76
Ricky Ray,274.86
Madison Brock,584.3
Jennifer Knight,530.51
Darren Cruz,458.36
Kimberly Brooks,212.55
Holly Spence,898.52
Bridget Hicks,462.54
Dana Mooney,144.91
John Weeks,553.96
Steven Johnson,180.04
Tony Tran,580.66
Louis Morrow,289.45
Andrew Welch,513.75
Bethany Davis,298.95
Steven Robles,446.47
William King,684.66
Andrea Sawyer,715.87
Rachel Fischer,697.41
Jeremy Valencia,216.26
Stephanie Anderson,309.36
Aaron Rivera,451.1
Kyle Gonzalez,249.65
Brittany King,302.8
Nicholas White,156.6
William Lyons,651.87
Ariana Jones,500.34
Belinda Hahn,929.16
John Anderson,332.71
Tracey Turner,648.92
Sherri Johnson,442.95
Lauren Hayes,225.08
Tracie Smith,167.77
Jacob Nixon,417.98
Phillip Smith,333.15
Todd Torres,168.5
Nicholas Martinez,364.55
Samuel Tucker,653.04
Marissa Baldwin,711.25
Jean Phillips,897.08
Wendy Rodgers,844.59
James Patel,773.47
Christopher Lucero,961.28
Joseph Banks,957.32
Linda Coleman,563.67
Keith Boyle,199.47
Justin King,539.73
Anna Phillips,467.51
Joyce Reynolds,125.78
Anna Casey,229.55
Jessica Watkins,836.7
Dylan Price,193.92
Monique Martin,726.42
Jeremy Payne,473.41
Tyler Jones,648.95
Stephanie Smith,91.37
Ashley Hernandez,837.53
Mr. Dennis Campbell DDS,721.43
Sara Smith,532.46
Jorge May,24.37
Tammy Griffin,11.03
Kimberly Fischer,727.96
Laura Watson,195.85
Heather Smith,59.07
Benjamin Martin,486.55
Elizabeth Nelson,58.27
Donna Ray,157.87
Samantha Jones,92.28
James Pittman,525.3
Erica Brown,953.4
Mr. Cody Mendez,779.86
Adam Russell,527.2
Dr. Abigail Young,683.23
David Martin,174.02
Jacob Page,193.7
Jeffrey Wong,851.68
Shelly Marshall,620.08
Chad Hansen,365.57
Olivia Romero,969.74
Krista Brown,541.66
Kathy Parsons,745.18
Heather Moore,180.63
Mr. Manuel Henry,462.03
Rickey Maldonado,925.78
Deanna Young,676.86
Lynn Casey,586.61
Megan Smith,438.7
Lori Bradford,993.94
Jackson Mills,668.61
Brian Cain,573.13
David Ibarra,865.04
Robert Moore,707.57
Louis Cook,668.71
Anna Bridges MD,897.03
Jason Moore,605.29
Michael Garcia,868.92
Jeffrey Rodriguez,617.58
Susan Jones,874.72
Scott Harris,125.0
Megan Dunn,128.77
Julia Richards,68.59
Mr. Thomas Allen DVM,437.54
Robert Herring,872.12
Alexis Trujillo,828.25
Eric Harrington,673.76
Jerome Krause,328.91
David Carter,908.97
Taylor Stephens,140.54
Shawn Aguilar,33.03
Alison Scott,597.34
Eric Fowler,20.74
Brandon Silva,696.85
Aaron Nichols,557.81
Ariel Ritter,564.25
Abigail Bowen,317.12
Laura Hayes,482.42
Kathy Cooper,831.57
Steven Jones,992.61
Alexandra Pollard,480.8
Jill Garcia,828.37
Anthony Love,311.52
Tracy Garza,617.85
April Pearson,997.26
Anthony Johnson,234.42
Robert Smith,110.06
Stephen Anderson Jr.,877.59
Christopher Walker,725.68
Karen Gomez,328.45
John Boyd,39.01
Lawrence Leach,488.0
Richard Becker,835.24
Dustin Schwartz,808.11
Aaron Harris,505.4
Michael Li DVM,655.4
Charlene Parrish,343.36
Jeffery Ramos,853.57
Diana Ross,333.16
Joseph Cole,416.28
Jacob Weaver,421.08
Terry Duarte,349.58
Kristen Forbes,910.78
Katie Hamilton,801.3
Stacey Daniels DDS,264.97
Allison Camacho,558.51
Robert Cameron,572.65
Travis Walters,151.03
Michael Garza,427.71
Alisha Whitaker,411.41
Wayne Martin,950.51
Shane Garza,236.58
Tommy Douglas,330.05
Joseph Butler,18.02
Noah Torres,328.14
Daniel Thomas,528.77
Robert Walters,595.1
Christopher Ross,922.08
Shelia Salas,47.33
Carolyn Campos,220.88
Alexa Carson,768.48
Robert Wallace,273.73
Mark Freeman,644.03
Erica Duncan,424.38
Christina Peterson,250.27
Lisa Fields,453.58
Donna Crawford,933.51
Benjamin Sellers,997.19
Darren Potter,537.47
Daniel Brown,311.11
Sara Fuentes,235.86
Brandi Cuevas,191.99
Jessica Bartlett,413.14
Belinda Hall,968.17
Ivan Green,927.99
Tony Torres,156.87
Melissa May,388.09
Misty Foley,414.32
John Hall,124.5
Christian Friedman,643.12
Zachary Cardenas,84.01
Christy Campbell,339.99
Travis Peterson,975.7
Martin May,542.52
Ralph Moses,953.31
Jeanette May,381.47
Nathan Wilson,87.43
Meredith Simpson,470.97
Janet Mahoney,182.29
Amy Schneider,397.96
Anna Moss,410.09
Roy Jones,769.09
Grace Thornton,188.66
Curtis Gray,7.36
James Cooper,416.77
Melanie Munoz,239.58
Brianna Powell,57.95
Jessica Silva,101.66
Antonio Collins,94.38
Michaela Martinez,75.64
Christopher Peterson,938.55
Latoya West,424.29
Elizabeth Schroeder,99.22
Jasmine Brown,758.12
Lindsey Campbell,958.42
Kimberly Barrett,909.15
Lisa Kennedy,935.98
Jennifer Smith,922.19
Crystal Thomas,205.79
Kyle Edwards,100.18
Kimberly Barnes,688.57
Kristen Johnson DDS,276.4
Jesse Gutierrez,104.14
Tracey West,296.55
Melissa Ross,339.55
Matthew Russell,403.04
Tanya Smith,210.61
Jesse Mccullough,300.71
Heidi Burton,230.03
Ian Wright,939.63
Keith Anderson,477.17
Sheila Carpenter,168.06
Cheryl Mclean,618.14
Kelsey Castro,176.75
Stephen Kaufman,392.2
John Morris,611.68
Luke Murphy,664.67
Dr. Wendy Chavez,701.97
Mrs. Susan Cox,693.25
Maria Hayes,267.62
Kenneth Ruiz,935.29
Brian Olsen,700.95
Anthony Lucero,911.21
Crystal Crawford,60.61
Christopher Mendoza,218.54
Tracey Rowe,911.96
Cathy Wilson,374.94
Jamie Faulkner,731.63
Matthew Rhodes,647.7
Ricky Ramirez,181.26
Ronald Hart,614.78
Shelly Taylor,733.1
Brandy Barton,719.52
Glen Vasquez,53.3
Rebecca Peterson,642.05
Daniel Taylor,783.8
Kathleen Hill,648.53
Jennifer Patterson,28.75
Devon Fleming,264.39
Virginia Ramirez,277.42
Gregg Brown,82.85
Kelly Williams,176.52
Spencer Smith,634.51
Shane Bell,117.99
Jessica Carr,737.9
Barbara Olsen,262.45
Megan Payne,320.7
Jennifer Thomas,275.67
Daniel Holmes Jr.,234.89
Chelsea Huffman,87.18
William Mora,319.18
Elizabeth Chambers,892.97
Christopher Jones,655.33
Donna Alexander,347.97
Ashley Perez,802.84
Richard Graham,834.01
Hunter Reyes,255.73
Deborah Nash,945.71
Michael Gaines,530.88
Johnny Perry,53.62
Joseph Weaver,453.17
Travis Clark,161.71
Felicia Reed,826.81
Rebecca Whitehead,369.58
Chad Riley,479.75
Joanna Ross,505.58
Jimmy Hernandez,464.69
Geoffrey Herring,505.99
Alexander Ramirez,680.53
Jennifer Vazquez,492.49
Kelly Warner,98.44
Martin Brown,696.65
Rhonda Dalton,504.24
Kelly Sexton,615.26
Austin Gonzales,476.91
Kevin Smith,612.98
Justin Perez,611.93
Latasha Johnson,706.42
Charles Castaneda,358.3
Nichole Lyons,776.48
Carrie Riley PhD,286.74
Nancy Nicholson,594.22
Lisa Shelton,854.65
Michael Reid DDS,123.45
Kelly Morris,939.41
Theresa Johnson,282.74
David Davis,682.83
Anne Johnson,435.34
Thomas Griffith,189.19
Jessica Palmer,811.6
Jamie Washington,58.81
Tony Roberson,401.42
Robin Jones,751.02
Chase Tyler,177.53
Terry Taylor,523.86
Douglas Cook,725.96
Mrs. Gabrielle Martinez,969.83
Jennifer Young,839.67
Scott Odonnell,541.74
Laurie Hernandez,811.22
Janet Anderson,880.91
Steven Myers,922.88
Justin Jordan,481.83
George Luna,816.52
Ashley Blevins,526.1
Pamela Buckley,496.55
Victor Jackson,343.77
Deanna Werner DVM,273.85
Michael Carrillo,5.24
Stacey Lambert,177.7
Dominique Carpenter,206.59
Jennifer Mitchell,438.59
Wanda Burch,165.6
Sharon Cooper,382.14
Tiffany Collins,941.44
Joshua Martinez,703.28
Sharon Montes,411.53
Keith Smith,285.78
Maurice Grant,509.66
Corey Morris,266.06
Denise Stewart,280.07
Mr. Ronald Hernandez,475.75
Joshua Macias,262.32
Sandra Burgess,480.53
Dustin Gray,151.78
Grant Griffith,775.01
Jason Martin,481.3
Scott Clayton,565.92
Allison Snyder,161.31
Bryan Oliver II,562.54
Debra Parks,446.53
Christine Webster,977.97
Mckenzie Fuentes,799.46
Travis Mosley,293.13
Larry Hanson,968.62
Dennis Sutton,746.51
Cody Goodwin,566.69
Paul Miles,724.72
Andrea Bartlett,950.13
Lisa Hicks,382.05
Jonathan Christensen,283.57
Lauren Rodriguez,629.19
Richard Harmon,202.29
Richard Cooley,76.63
Courtney Ramos,899.84
David Thompson,3.11
Laura Andrews,666.74
Lauren Webster,723.76
Austin Welch,985.2
Jessica Chambers,246.4
Ashley Herrera,634.14
Kathryn Williams,675.07
Roberta Long,481.57
Melissa Ponce,923.97
Jeremiah Ward,155.98
Craig Parker,647.5
Jared Davies,439.18
Mr. Joseph Mercer DVM,400.99
Matthew Mills,508.65
Christopher Raymond,965.79
Jesse Peterson,656.24
Ruth Campbell,322.04
Richard Richardson,104.73
Amy Cook,873.49
Timothy Nunez,510.35
Amy Gray,727.13
Michael Sanders,972.16
Stephen Mcmahon,294.68
Christopher Gilbert,656.88
Dylan Olson,386.28
Stephanie Moore,990.78
Kim Goodwin,28.5
Michael Rodriguez,965.91
Maria Terry,217.64
Holly Martinez,462.1
Kelsey Castro,71.31
Jessica Gordon,216.42
Brianna Ramos,999.82
Ashley Hall,877.93
Mrs. Christy Graves,263.93
Phyllis Jennings,852.29
Shannon Lewis,871.58
